gameId,blueWins,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueAvgLevel,blueTotalExperience,blueCSPerMin,blueGoldPerMin,blueWardsPlaced,blueWardsDestroyed,bluedragons,blueEliteMonsters,blueHeralds,blueBarons,blueTotalMastery,redKills,redDeaths,redAssists,redAvgLevel,redTotalExperience,redCSPerMin,redGoldPerMin,redWardsPlaced,redWardsDestroyed,reddragons,redEliteMonsters,redHeralds,redBarons,redTotalMastery
4519157822.0,0.0,0.0,13.0,12.0,15.0,10.2,28546.0,26.2,1870.8,44.0,11.0,2.0,2.0,0.0,0.0,2436419.0,11.0,13.0,17.0,10.0,28339.0,26.266666666666666,1825.2666666666667,26.0,15.0,0.0,2.0,2.0,0.0,429226.0
4523371949.0,0.0,1.0,9.0,8.0,13.0,9.4,24768.0,21.133333333333333,1491.6,20.0,8.0,0.0,0.0,0.0,0.0,211014.0,8.0,9.0,3.0,10.0,28790.0,31.533333333333335,1802.7333333333333,26.0,9.0,4.0,6.0,2.0,0.0,2235624.0
4521474530.0,0.0,1.0,13.0,15.0,9.0,10.2,28811.0,25.066666666666666,1789.4,25.0,7.0,2.0,4.0,2.0,0.0,718556.0,15.0,13.0,20.0,10.4,29492.0,26.8,1762.0666666666666,25.0,11.0,2.0,2.0,0.0,0.0,1981149.0
4524384067.0,0.0,1.0,11.0,11.0,10.0,10.6,30175.0,25.733333333333334,1720.6,67.0,7.0,0.0,2.0,2.0,0.0,691599.0,11.0,11.0,18.0,10.2,30169.0,30.466666666666665,1792.4,25.0,10.0,0.0,0.0,0.0,0.0,2241469.0
4436033771.0,0.0,1.0,11.0,14.0,10.0,10.2,30169.0,27.0,1739.1333333333334,123.0,12.0,0.0,0.0,0.0,0.0,4633579.0,14.0,11.0,17.0,10.6,31879.0,30.2,1989.9333333333334,27.0,13.0,2.0,4.0,2.0,0.0,479185.0
4475365709.0,1.0,1.0,10.0,8.0,13.0,10.2,29266.0,27.4,1742.5333333333333,35.0,7.0,4.0,6.0,2.0,0.0,1193660.0,8.0,10.0,5.0,10.4,31128.0,30.8,1696.5333333333333,57.0,16.0,0.0,0.0,0.0,0.0,322236.0
4493010632.0,1.0,0.0,11.0,9.0,9.0,9.8,28268.0,29.133333333333333,1877.1333333333334,23.0,9.0,2.0,4.0,2.0,0.0,864271.0,9.0,11.0,16.0,9.4,25647.0,23.2,1535.5333333333333,83.0,9.0,0.0,0.0,0.0,0.0,401540.0
4496759358.0,0.0,1.0,13.0,21.0,19.0,9.8,27125.0,23.733333333333334,1737.0,26.0,10.0,0.0,0.0,0.0,0.0,136071.0,20.0,13.0,19.0,9.6,27412.0,22.8,1972.0666666666666,24.0,8.0,2.0,4.0,2.0,0.0,382380.0
4443048030.0,0.0,1.0,15.0,13.0,18.0,10.8,31978.0,26.666666666666668,1787.6666666666667,26.0,9.0,2.0,2.0,0.0,0.0,225061.0,13.0,15.0,17.0,10.6,31289.0,29.4,2032.7333333333333,26.0,8.0,2.0,4.0,2.0,0.0,640835.0
4509433346.0,1.0,0.0,11.0,10.0,18.0,9.8,27694.0,26.733333333333334,1909.4,27.0,10.0,2.0,4.0,2.0,0.0,737572.0,10.0,11.0,9.0,10.0,29146.0,29.666666666666668,1804.8666666666666,26.0,10.0,0.0,0.0,0.0,0.0,1293803.0
4452162573.0,0.0,0.0,7.0,10.0,9.0,9.8,26437.0,26.866666666666667,1574.8,34.0,12.0,0.0,0.0,0.0,0.0,722237.0,10.0,7.0,10.0,10.4,30018.0,27.933333333333334,1783.6666666666667,28.0,12.0,4.0,6.0,2.0,0.0,491951.0
4515594785.0,1.0,0.0,12.0,2.0,24.0,10.6,31236.0,32.06666666666667,1977.0,33.0,9.0,4.0,4.0,0.0,0.0,1126323.0,2.0,12.0,1.0,9.6,27176.0,30.0,1558.8666666666666,20.0,9.0,0.0,2.0,2.0,0.0,428444.0
4524924257.0,0.0,1.0,7.0,16.0,2.0,9.8,27250.0,25.933333333333334,1529.7333333333333,24.0,9.0,0.0,2.0,2.0,0.0,99541.0,16.0,8.0,17.0,10.4,31446.0,30.933333333333334,1971.2666666666667,31.0,10.0,0.0,0.0,0.0,0.0,1442056.0
4516505202.0,1.0,0.0,10.0,6.0,8.0,10.0,29268.0,28.533333333333335,1791.6666666666667,26.0,10.0,2.0,4.0,2.0,0.0,1021143.0,6.0,10.0,6.0,9.8,28134.0,30.266666666666666,1661.1333333333334,138.0,8.0,0.0,0.0,0.0,0.0,1456033.0
4482120064.0,0.0,1.0,8.0,10.0,8.0,10.2,29124.0,28.266666666666666,1628.8,36.0,11.0,2.0,2.0,0.0,0.0,1496253.0,10.0,8.0,15.0,10.0,29018.0,29.6,1838.5333333333333,35.0,12.0,0.0,2.0,2.0,0.0,1814233.0
4523758462.0,1.0,0.0,14.0,7.0,16.0,10.6,31086.0,31.266666666666666,2028.8,25.0,7.0,2.0,4.0,2.0,0.0,717109.0,7.0,14.0,6.0,10.4,30194.0,28.066666666666666,1610.6,24.0,11.0,2.0,2.0,0.0,0.0,475011.0
4503636905.0,0.0,1.0,6.0,13.0,6.0,10.2,28387.0,27.866666666666667,1633.0,70.0,9.0,0.0,2.0,2.0,0.0,695957.0,13.0,6.0,14.0,10.2,30100.0,28.866666666666667,1815.6,26.0,28.0,2.0,2.0,0.0,0.0,1919322.0
4486384947.0,1.0,0.0,8.0,10.0,15.0,10.0,28837.0,29.333333333333332,1702.4,40.0,16.0,0.0,0.0,0.0,0.0,1399303.0,10.0,8.0,11.0,10.6,29983.0,30.4,1790.4666666666667,38.0,11.0,2.0,4.0,2.0,0.0,3673032.0
4457103291.0,0.0,1.0,7.0,16.0,6.0,9.8,28607.0,24.8,1518.7333333333333,21.0,8.0,2.0,2.0,0.0,0.0,1140638.0,16.0,8.0,19.0,11.2,35459.0,30.6,2029.0,33.0,7.0,0.0,2.0,2.0,0.0,1062810.0
4472164226.0,1.0,0.0,21.0,10.0,30.0,11.2,34210.0,29.0,2177.6,26.0,13.0,4.0,6.0,2.0,0.0,1505331.0,10.0,21.0,10.0,10.2,28551.0,28.8,1679.0666666666666,21.0,7.0,0.0,0.0,0.0,0.0,227064.0
4445294621.0,0.0,1.0,13.0,14.0,15.0,10.6,31183.0,25.466666666666665,1866.5333333333333,29.0,9.0,0.0,0.0,0.0,0.0,1870476.0,14.0,13.0,15.0,10.2,29148.0,27.066666666666666,1855.4666666666667,21.0,17.0,4.0,6.0,2.0,0.0,873721.0
4480384157.0,0.0,1.0,11.0,15.0,6.0,10.2,29324.0,29.6,1725.8666666666666,26.0,8.0,0.0,0.0,0.0,0.0,563137.0,15.0,11.0,22.0,10.8,31790.0,30.0,1936.9333333333334,26.0,10.0,4.0,6.0,2.0,0.0,2258737.0
4520898233.0,0.0,1.0,9.0,7.0,11.0,10.6,30829.0,31.933333333333334,1809.6666666666667,125.0,15.0,4.0,6.0,2.0,0.0,3054903.0,7.0,9.0,10.0,10.2,28564.0,29.666666666666668,1625.8,25.0,11.0,0.0,0.0,0.0,0.0,792071.0
4522124566.0,1.0,1.0,15.0,13.0,27.0,10.6,30019.0,26.2,1831.3333333333333,61.0,10.0,2.0,2.0,0.0,0.0,886678.0,13.0,15.0,16.0,10.2,28571.0,27.333333333333332,1827.1333333333334,27.0,9.0,0.0,2.0,2.0,0.0,2720181.0
4522124566.0,1.0,1.0,15.0,13.0,27.0,10.6,30019.0,26.2,1831.3333333333333,61.0,10.0,2.0,2.0,0.0,0.0,886678.0,13.0,15.0,16.0,10.2,28571.0,27.333333333333332,1827.1333333333334,27.0,9.0,0.0,2.0,2.0,0.0,2720181.0
4522124566.0,1.0,1.0,15.0,13.0,27.0,10.6,30019.0,26.2,1831.3333333333333,61.0,10.0,2.0,2.0,0.0,0.0,886678.0,13.0,15.0,16.0,10.2,28571.0,27.333333333333332,1827.1333333333334,27.0,9.0,0.0,2.0,2.0,0.0,2720181.0
4507834811.0,1.0,1.0,21.0,11.0,22.0,10.8,32384.0,27.533333333333335,2041.2666666666667,28.0,8.0,2.0,2.0,0.0,0.0,1319027.0,11.0,21.0,13.0,10.0,27339.0,25.466666666666665,1777.8666666666666,19.0,11.0,2.0,4.0,2.0,0.0,193626.0
4501319968.0,0.0,0.0,12.0,9.0,13.0,10.2,29816.0,29.133333333333333,1733.7333333333333,31.0,13.0,0.0,0.0,0.0,0.0,734905.0,9.0,12.0,5.0,9.8,28397.0,27.266666666666666,1694.6,29.0,13.0,2.0,2.0,0.0,0.0,279488.0
4519148589.0,0.0,0.0,9.0,11.0,14.0,9.6,26376.0,28.6,1821.0,170.0,13.0,2.0,4.0,2.0,0.0,534439.0,11.0,9.0,20.0,10.6,31381.0,30.666666666666668,1823.1333333333334,103.0,12.0,2.0,2.0,0.0,0.0,585996.0
4484877784.0,0.0,1.0,7.0,12.0,7.0,9.8,28286.0,28.6,1519.8,32.0,14.0,4.0,6.0,2.0,0.0,125975.0,12.0,7.0,19.0,10.4,30492.0,30.0,1937.8,37.0,14.0,0.0,0.0,0.0,0.0,2455773.0
4466931235.0,1.0,0.0,15.0,8.0,14.0,10.2,29947.0,28.333333333333332,1939.2666666666667,34.0,15.0,4.0,6.0,2.0,0.0,646913.0,8.0,15.0,7.0,9.8,27038.0,26.866666666666667,1609.4,50.0,12.0,0.0,0.0,0.0,0.0,1411978.0
4524189570.0,1.0,0.0,10.0,7.0,13.0,10.0,28272.0,28.0,1775.9333333333334,26.0,9.0,4.0,6.0,2.0,0.0,1502298.0,7.0,10.0,7.0,9.8,27636.0,26.866666666666667,1651.4666666666667,25.0,11.0,0.0,0.0,0.0,0.0,2012157.0
4503380070.0,0.0,1.0,14.0,12.0,16.0,10.2,29797.0,25.533333333333335,1783.7333333333333,21.0,14.0,0.0,0.0,0.0,0.0,976187.0,12.0,14.0,11.0,10.4,29655.0,26.933333333333334,1807.4666666666667,27.0,8.0,4.0,4.0,0.0,0.0,1637772.0
4497858921.0,0.0,0.0,12.0,13.0,8.0,10.2,29317.0,27.8,1807.1333333333334,23.0,10.0,0.0,0.0,0.0,0.0,1107354.0,13.0,12.0,14.0,10.0,28431.0,25.933333333333334,1839.7333333333333,26.0,7.0,4.0,4.0,0.0,0.0,541089.0
4509242024.0,1.0,1.0,10.0,6.0,10.0,10.4,30553.0,28.0,1725.6,64.0,13.0,0.0,2.0,2.0,0.0,1446326.0,6.0,10.0,8.0,10.2,28253.0,29.866666666666667,1669.8666666666666,31.0,14.0,2.0,2.0,0.0,0.0,1266054.0
4524296550.0,0.0,1.0,5.0,5.0,8.0,10.0,27128.0,30.2,1559.5333333333333,44.0,16.0,0.0,0.0,0.0,0.0,644069.0,5.0,5.0,7.0,9.8,27034.0,29.8,1629.6,30.0,13.0,4.0,6.0,2.0,0.0,1112246.0
4516034199.0,0.0,1.0,4.0,16.0,3.0,10.4,29331.0,29.066666666666666,1510.6,19.0,12.0,2.0,4.0,2.0,0.0,1758472.0,16.0,4.0,14.0,11.2,34061.0,31.2,1967.1333333333334,21.0,10.0,2.0,2.0,0.0,0.0,862520.0
4504386463.0,0.0,0.0,10.0,17.0,8.0,10.2,29620.0,26.666666666666668,1753.4666666666667,46.0,11.0,2.0,6.0,4.0,0.0,896104.0,17.0,10.0,15.0,11.2,34557.0,30.866666666666667,2019.0,64.0,15.0,2.0,2.0,0.0,0.0,1552980.0
4523799496.0,0.0,1.0,13.0,15.0,11.0,10.4,30452.0,29.933333333333334,1986.4,20.0,9.0,0.0,2.0,2.0,0.0,106327.0,15.0,13.0,15.0,10.2,28907.0,26.266666666666666,1885.4666666666667,27.0,7.0,4.0,4.0,0.0,0.0,398858.0
4379931850.0,0.0,1.0,6.0,17.0,8.0,10.0,27718.0,28.333333333333332,1605.6,28.0,9.0,0.0,2.0,2.0,0.0,1787361.0,17.0,6.0,19.0,10.8,32602.0,30.533333333333335,2016.9333333333334,55.0,13.0,4.0,4.0,0.0,0.0,4617795.0
4523858150.0,0.0,1.0,7.0,15.0,6.0,9.8,27288.0,27.266666666666666,1579.6666666666667,56.0,9.0,0.0,0.0,0.0,0.0,168240.0,15.0,7.0,21.0,9.8,28308.0,25.2,1864.0666666666666,66.0,11.0,4.0,4.0,0.0,0.0,367158.0
4459778854.0,1.0,1.0,18.0,8.0,20.0,11.4,35501.0,31.333333333333332,2232.866666666667,57.0,12.0,2.0,4.0,2.0,0.0,570815.0,8.0,18.0,9.0,9.6,26241.0,23.066666666666666,1542.4,28.0,9.0,0.0,0.0,0.0,0.0,649254.0
4499523222.0,1.0,1.0,14.0,11.0,19.0,10.0,27086.0,23.866666666666667,1790.8666666666666,30.0,12.0,4.0,6.0,2.0,0.0,2364921.0,10.0,14.0,11.0,9.8,26846.0,25.933333333333334,1716.1333333333334,33.0,13.0,0.0,0.0,0.0,0.0,1631150.0
4477029310.0,1.0,0.0,9.0,12.0,4.0,9.6,27358.0,26.933333333333334,1589.6666666666667,22.0,11.0,0.0,0.0,0.0,0.0,1346263.0,12.0,9.0,8.0,10.4,30971.0,29.266666666666666,1842.2666666666667,29.0,11.0,2.0,2.0,0.0,0.0,1322411.0
4525037711.0,0.0,0.0,7.0,11.0,7.0,10.2,29015.0,28.666666666666668,1615.1333333333334,25.0,11.0,0.0,2.0,2.0,0.0,1284667.0,11.0,8.0,10.0,10.6,31588.0,30.466666666666665,1779.6666666666667,65.0,13.0,4.0,4.0,0.0,0.0,1048372.0
4459414345.0,0.0,1.0,4.0,18.0,7.0,9.0,23722.0,20.6,1370.7333333333333,70.0,9.0,0.0,0.0,0.0,0.0,1652091.0,18.0,4.0,12.0,10.2,30282.0,29.8,2115.2,27.0,9.0,0.0,2.0,2.0,0.0,982453.0
4505664040.0,1.0,0.0,23.0,6.0,19.0,10.2,31845.0,30.066666666666666,2184.6,25.0,12.0,2.0,2.0,0.0,0.0,706949.0,6.0,23.0,7.0,9.2,25114.0,24.933333333333334,1497.0,26.0,9.0,0.0,0.0,0.0,0.0,791443.0
4439587692.0,1.0,0.0,12.0,9.0,13.0,10.2,29518.0,27.933333333333334,1898.7333333333333,30.0,8.0,2.0,4.0,2.0,0.0,455229.0,9.0,12.0,15.0,10.2,28237.0,26.466666666666665,1637.7333333333333,26.0,11.0,2.0,2.0,0.0,0.0,1329535.0
4508000311.0,1.0,1.0,11.0,11.0,13.0,10.2,30164.0,23.933333333333334,1834.6666666666667,26.0,11.0,0.0,2.0,2.0,0.0,466787.0,11.0,11.0,6.0,10.4,29534.0,28.733333333333334,1745.0666666666666,24.0,10.0,2.0,2.0,0.0,0.0,454520.0
4513365614.0,0.0,1.0,10.0,9.0,16.0,10.2,29594.0,28.8,1753.3333333333333,26.0,11.0,0.0,2.0,2.0,0.0,1121972.0,9.0,10.0,9.0,10.4,30726.0,31.2,1795.5333333333333,68.0,16.0,2.0,2.0,0.0,0.0,1008961.0
4473252742.0,0.0,1.0,17.0,13.0,17.0,10.4,31271.0,28.466666666666665,1950.0666666666666,25.0,11.0,2.0,4.0,2.0,0.0,2184533.0,12.0,17.0,18.0,9.6,27790.0,27.2,1745.8,31.0,11.0,2.0,2.0,0.0,0.0,637438.0
4438138890.0,1.0,1.0,11.0,12.0,18.0,9.8,27900.0,26.533333333333335,1736.1333333333334,35.0,10.0,2.0,4.0,2.0,0.0,1289562.0,12.0,11.0,12.0,10.4,30386.0,26.2,1697.3333333333333,22.0,9.0,0.0,0.0,0.0,0.0,847393.0
4467008289.0,1.0,0.0,12.0,7.0,10.0,10.4,30152.0,28.133333333333333,1789.2,37.0,14.0,4.0,6.0,2.0,0.0,720159.0,7.0,12.0,9.0,10.2,28309.0,27.933333333333334,1565.7333333333333,30.0,11.0,0.0,0.0,0.0,0.0,1156519.0
4492625917.0,1.0,0.0,9.0,3.0,12.0,11.0,32420.0,33.13333333333333,1849.7333333333333,62.0,11.0,0.0,0.0,0.0,0.0,358112.0,3.0,9.0,5.0,10.0,28375.0,29.733333333333334,1501.8666666666666,27.0,10.0,2.0,4.0,2.0,0.0,410992.0
4502901044.0,0.0,1.0,7.0,10.0,5.0,10.4,30032.0,30.133333333333333,1657.1333333333334,23.0,12.0,2.0,4.0,2.0,0.0,440606.0,10.0,7.0,12.0,10.4,29843.0,28.533333333333335,1666.2666666666667,36.0,8.0,2.0,2.0,0.0,0.0,614368.0
4467732013.0,0.0,1.0,5.0,21.0,4.0,9.4,24814.0,25.533333333333335,1462.2,25.0,8.0,0.0,2.0,2.0,0.0,118201.0,21.0,5.0,24.0,11.2,35190.0,28.866666666666667,2294.9333333333334,53.0,11.0,4.0,4.0,0.0,0.0,579594.0
4514402510.0,0.0,0.0,10.0,10.0,15.0,10.0,29896.0,27.933333333333334,1679.9333333333334,29.0,9.0,2.0,2.0,0.0,0.0,902813.0,10.0,10.0,11.0,10.4,31795.0,32.266666666666666,1860.0,31.0,11.0,2.0,4.0,2.0,0.0,395974.0
4521277262.0,1.0,0.0,15.0,8.0,15.0,10.4,30050.0,29.066666666666666,1919.2666666666667,33.0,12.0,2.0,4.0,2.0,0.0,2494161.0,8.0,15.0,8.0,10.2,28746.0,29.533333333333335,1619.3333333333333,28.0,12.0,0.0,0.0,0.0,0.0,2436936.0
4521752962.0,1.0,0.0,12.0,7.0,15.0,10.0,29092.0,28.866666666666667,1780.4666666666667,56.0,14.0,4.0,6.0,2.0,0.0,2345571.0,7.0,12.0,6.0,9.8,27250.0,29.666666666666668,1616.4666666666667,25.0,16.0,0.0,0.0,0.0,0.0,685195.0
4525056568.0,0.0,1.0,4.0,11.0,2.0,9.6,26116.0,27.066666666666666,1458.6666666666667,33.0,14.0,0.0,0.0,0.0,0.0,378178.0,11.0,4.0,8.0,10.0,29761.0,30.333333333333332,1824.4666666666667,26.0,13.0,4.0,6.0,2.0,0.0,1403535.0
4521255103.0,0.0,1.0,10.0,12.0,10.0,10.4,30863.0,31.2,1752.6,46.0,16.0,0.0,0.0,0.0,0.0,602148.0,12.0,10.0,23.0,10.0,28745.0,26.8,1764.7333333333333,28.0,12.0,4.0,6.0,2.0,0.0,497958.0
4510728488.0,1.0,0.0,10.0,13.0,9.0,10.4,29322.0,27.666666666666668,1702.8666666666666,27.0,10.0,4.0,4.0,0.0,0.0,332980.0,13.0,10.0,15.0,10.8,31529.0,29.133333333333333,1879.0,66.0,14.0,0.0,2.0,2.0,0.0,199784.0
4516919746.0,1.0,0.0,16.0,7.0,17.0,10.6,32083.0,30.733333333333334,2028.8,229.0,13.0,4.0,6.0,2.0,0.0,393470.0,7.0,16.0,4.0,10.0,28423.0,28.133333333333333,1610.4,28.0,11.0,0.0,0.0,0.0,0.0,4087933.0
4499868617.0,0.0,1.0,8.0,16.0,6.0,9.8,26004.0,24.0,1474.5333333333333,19.0,11.0,2.0,2.0,0.0,0.0,601346.0,16.0,8.0,10.0,10.6,32756.0,31.0,2047.1333333333334,26.0,11.0,2.0,4.0,2.0,0.0,373582.0
4514234813.0,0.0,1.0,10.0,16.0,12.0,10.2,28661.0,26.866666666666667,1655.0666666666666,96.0,14.0,0.0,0.0,0.0,0.0,623840.0,16.0,10.0,13.0,10.4,30135.0,31.0,2097.266666666667,34.0,8.0,2.0,4.0,2.0,0.0,594431.0
4513591449.0,0.0,1.0,6.0,15.0,5.0,10.0,27308.0,28.133333333333333,1548.0,29.0,10.0,2.0,4.0,2.0,0.0,2780885.0,15.0,6.0,13.0,10.8,33174.0,29.333333333333332,2005.1333333333334,26.0,15.0,0.0,0.0,0.0,0.0,992635.0
4471416203.0,0.0,0.0,12.0,14.0,15.0,10.2,28733.0,28.4,1783.7333333333333,43.0,12.0,2.0,2.0,0.0,0.0,335114.0,13.0,12.0,10.0,10.2,28810.0,25.333333333333332,1777.0,45.0,11.0,2.0,4.0,2.0,0.0,2470504.0
4521227315.0,1.0,1.0,14.0,9.0,14.0,10.8,32516.0,30.266666666666666,2073.3333333333335,25.0,7.0,0.0,2.0,2.0,0.0,57594.0,9.0,14.0,14.0,9.8,26793.0,25.133333333333333,1615.8,18.0,10.0,2.0,2.0,0.0,0.0,775835.0
4424144387.0,0.0,0.0,7.0,11.0,5.0,9.0,23092.0,21.6,1418.6,24.0,13.0,0.0,0.0,0.0,0.0,566568.0,11.0,7.0,19.0,10.2,29155.0,29.266666666666666,1940.4666666666667,29.0,12.0,2.0,4.0,2.0,0.0,298586.0
